id;name;family;birthday;pub_date;gender;breed;shelter;taken_home;in_favorites;take_a_walk;take_a_home;visit_counter;raiting
691;_______;cat;26.04.2016;None;female;___ ______;10;TRUE;5;0;1;0;0
692;____;dog;27.07.2012;None;female;___ ______;6;TRUE;4;0;1;0;0
693;_____;cat;22.03.2016;None;female;___ ______;13;TRUE;21;1;1;0;0
694;____;cat;12.07.2016;None;male;___ ______;13;FALSE;81;0;0;0;0
695;_____;cat;22.08.2017;None;male;___ ______;10;TRUE;7;0;1;0;0
696;_______;dog;22.03.2015;None;female;___ ______;6;TRUE;1;0;1;0;0
697;______;cat;20.05.2014;None;female;___ ______;14;FALSE;10;0;0;0;0
698;_______;dog;15.02.2017;None;female;___ ______;14;TRUE;7;0;1;0;0
699;____;dog;20.05.2015;None;female;___ ______;6;TRUE;2;0;1;0;0
700;________;cat;20.03.2012;None;male;___ ______;1;FALSE;11;0;0;0;0
701;_____;cat;22.05.2016;None;male;___ ______;1;FALSE;17;0;0;0;0
702;___;cat;23.07.2013;None;female;___ ______;10;FALSE;2;0;0;0;0
703;_____;cat;14.08.2017;None;female;___ ______;1;TRUE;2;0;1;0;0
704;____;dog;28.06.2011;None;male;___ ______;6;FALSE;34;0;0;0;0
705;________;dog;22.03.2013;None;female;___ ______;6;FALSE;12;1;0;0;0
706;________;cat;20.04.2007;None;female;___ ______;1;FALSE;15;0;0;0;0
707;______;dog;20.02.2016;None;male;___ ______;14;FALSE;21;0;0;0;0
708;_____;cat;20.05.2018;None;male;___ ______;10;FALSE;1;0;0;0;0
709;________;cat;20.08.2017;None;female;___ ______;4;TRUE;2;0;1;0;0
710;_______;cat;20.08.2017;None;male;___ ______;13;TRUE;9;0;1;0;0
711;_____;cat;20.06.2018;None;female;___ ______;13;TRUE;16;1;1;0;0
712;____;cat;20.07.2017;None;female;___ ______;15;TRUE;18;0;1;0;0
713;______;cat;20.07.2018;None;female;___ ______;15;TRUE;3;0;1;0;0
714;_____;cat;20.07.2018;None;male;___ ______;15;TRUE;2;0;1;0;0
715;____;dog;20.05.2017;None;male;___ ______;14;FALSE;15;0;0;0;0
716;____;cat;20.07.2018;None;female;___ ______;15;TRUE;3;0;1;0;0
717;____;cat;20.10.2017;None;female;___ ______;4;TRUE;0;0;1;0;0
718;______;cat;22.05.2016;None;male;___ ______;15;TRUE;1;0;1;0;0
719;______;cat;20.09.2016;None;female;___ ______;15;FALSE;14;0;0;0;0
720;____;cat;20.07.2015;None;female;___ ______;1;TRUE;17;0;1;0;0
721;_______;cat;24.10.2017;None;female;___ ______;1;TRUE;2;0;1;0;0
722;______;cat;23.09.2016;None;female;___ ______;1;TRUE;1;0;1;0;0
723;_______;cat;12.05.2016;None;male;___ ______;1;TRUE;1;1;1;0;0
724;______;cat;22.10.2013;None;male;___ ______;4;TRUE;0;0;1;0;0
725;____;cat;12.08.2011;None;male;___ ______;4;TRUE;1;0;1;0;0
726;____;cat;23.08.2015;None;female;___ ______;4;TRUE;0;0;1;0;0
727;________;cat;20.07.2008;None;female;___ ______;4;TRUE;0;0;1;0;0
728;______;cat;20.05.2017;None;female;___ ______;4;TRUE;0;0;1;0;0
729;______;cat;20.03.2012;None;female;___ ______;4;TRUE;1;0;1;0;0
730;_______;cat;20.08.2011;None;male;___ ______;11;TRUE;11;0;1;0;0
731;_____;cat;20.02.2018;None;female;___ ______;11;TRUE;3;0;1;0;0
732;______;cat;07.08.2014;None;male;___ ______;4;TRUE;0;0;1;0;0
733;_____;cat;22.10.2013;None;male;___ ______;4;TRUE;1;0;1;0;0
734;______;cat;20.03.2018;None;male;___ ______;4;TRUE;3;0;1;0;0
735;______;cat;20.10.2013;None;male;___ ______;4;TRUE;0;0;1;0;0
736;______;cat;20.09.2014;None;female;___ ______;14;FALSE;1;0;0;0;0
737;____;cat;23.10.2015;None;female;___ ______;14;FALSE;10;0;0;0;0
738;____;cat;20.05.2014;None;male;___ ______;14;FALSE;6;0;0;0;0
739;______;cat;20.04.2018;None;female;___ ______;11;TRUE;14;0;1;0;0
740;______;cat;20.01.2016;None;male;___ ______;16;TRUE;12;0;1;0;0
741;_____;cat;20.04.2015;None;male;___ ______;16;TRUE;1;0;1;0;0
742;_____;cat;20.07.2017;None;male;___ ______;16;TRUE;2;0;1;0;0
743;_______ II;cat;20.06.2016;None;male;___ ______;16;TRUE;12;0;1;0;0
744;_______;cat;22.03.2016;None;male;___ ______;16;TRUE;7;0;1;0;0
745;___;dog;20.05.2017;None;male;___ ______;6;FALSE;17;0;0;0;0
746;____;dog;22.04.2015;None;male;___ ______;6;FALSE;7;0;0;0;0
747;____;cat;20.06.2016;None;male;___ ______;4;TRUE;1;0;1;0;0
748;______;cat;20.05.2015;None;male;___ ______;4;TRUE;2;0;1;0;0
749;______;cat;20.05.2015;None;female;___ ______;4;TRUE;0;0;1;0;0
750;____;cat;17.11.2015;None;male;___ ______;16;TRUE;4;0;1;0;0
751;_____;cat;20.05.2015;None;female;___ ______;10;TRUE;16;0;1;0;0
752;___;cat;22.02.2018;None;male;___ ______;11;TRUE;0;0;1;0;0
753;____;cat;20.04.2015;None;female;___ ______;15;TRUE;3;0;1;0;0
754;__________;cat;20.05.2017;None;female;___ ______;1;TRUE;2;0;1;0;0
755;______;cat;20.06.2016;None;female;___ ______;1;TRUE;2;0;1;0;0
756;______;cat;22.04.2016;None;male;___ ______;1;TRUE;4;0;1;0;0
757;______;cat;20.07.2018;None;female;___ ______;14;TRUE;1;0;1;0;0
758;____;cat;20.09.2017;None;male;___ ______;1;TRUE;3;0;1;0;0
759;______;cat;22.09.2012;None;female;___ ______;1;TRUE;2;0;1;0;0
760;_______;cat;20.07.2016;None;male;___ ______;4;TRUE;0;0;1;0;0
761;_________;cat;20.11.2015;None;male;___ ______;4;TRUE;1;0;1;0;0
762;_____;cat;20.07.2018;None;female;___ ______;15;TRUE;5;0;1;0;0
763;______;cat;20.11.2014;None;male;___ ______;1;TRUE;1;0;1;0;0
764;_______;cat;20.05.2017;None;female;___ ______;1;TRUE;3;1;1;0;0
765;_____;cat;20.04.2015;None;female;___ ______;1;TRUE;4;0;1;0;0
766;____;cat;20.07.2018;None;male;___ ______;15;TRUE;6;0;1;0;0
767;_____;cat;20.04.2016;None;female;___ ______;4;TRUE;0;0;1;0;0
768;________;cat;20.07.2015;None;female;___ ______;4;TRUE;2;0;1;0;0
769;_____;cat;20.11.2015;None;female;___ ______;1;FALSE;25;1;0;0;0
770;_____;cat;20.06.2011;None;female;___ ______;1;TRUE;8;0;1;0;0
771;___;cat;20.07.2015;None;female;___ ______;14;FALSE;23;0;0;0;0
772;___ _____;cat;20.05.2015;None;male;___ ______;14;TRUE;13;0;1;0;0
774;______;cat;20.02.2018;None;female;___ ______;15;TRUE;0;0;1;0;0
775;_____;cat;20.05.2014;None;female;___ ______;4;TRUE;1;0;1;0;0
776;______;cat;20.05.2015;None;female;___ ______;4;TRUE;1;0;1;0;0
777;______;cat;20.06.2015;None;female;___ ______;10;FALSE;5;0;0;0;0
778;______;cat;20.08.2017;None;male;___ ______;13;TRUE;7;0;1;0;0
779;_____;cat;20.09.2017;None;male;___ ______;4;TRUE;0;0;1;0;0
780;___;cat;20.06.2015;None;female;___ ______;4;TRUE;0;0;1;0;0
781;_____;cat;22.03.2015;None;female;___ ______;4;TRUE;5;0;1;0;0
782;_____;cat;06.12.2015;None;male;___ ______;4;TRUE;3;0;1;0;0
783;______;cat;20.05.2015;None;female;___ ______;4;TRUE;4;0;1;0;0
784;____;cat;20.05.2017;None;female;___ ______;15;TRUE;15;1;1;0;0
785;______;cat;20.05.2016;None;male;___ ______;4;TRUE;0;0;1;0;0
786;______;cat;20.08.2015;None;female;___ ______;4;TRUE;1;0;1;0;0
787;______;cat;05.12.2018;None;female;___ ______;1;TRUE;0;0;1;0;0
788;___;dog;20.03.2014;None;female;___ ______;14;FALSE;28;0;0;0;0
789;______;cat;13.09.2016;None;female;___ ______;1;FALSE;12;0;0;0;0
790;_____;cat;05.05.2018;None;male;___ ______;13;FALSE;48;0;0;0;0
791;____;cat;20.06.2003;None;female;___ ______;4;TRUE;6;0;1;0;0
792;_____;cat;22.08.2016;None;female;___ ______;4;TRUE;3;0;1;0;0
793;______;cat;20.08.2017;None;male;___ ______;1;FALSE;7;0;0;0;0
794;______;cat;20.07.2015;None;female;___ ______;1;FALSE;19;1;0;0;0
795;____;cat;17.08.2018;None;male;___ ______;4;TRUE;3;0;1;0;0
796;_____;cat;20.09.2017;None;female;___ ______;13;TRUE;5;0;1;0;0
797;_______;cat;15.12.2017;None;male;___ ______;1;TRUE;0;0;1;0;0
798;______;cat;20.12.2017;None;male;___ ______;16;TRUE;3;0;1;0;0
799;_______;cat;20.03.2013;None;female;___ ______;1;TRUE;13;0;1;0;0
800;_______;cat;20.07.2017;None;female;___ ______;1;TRUE;5;0;1;0;0
801;____;cat;20.04.2016;None;male;___ ______;10;TRUE;1;0;1;0;0
802;___;cat;20.09.2017;None;female;___ ______;10;TRUE;1;0;1;0;0
803;_____;dog;06.11.2016;None;male;___ ______;14;FALSE;9;0;0;0;0
804;_____;cat;20.07.2016;None;male;___ ______;1;TRUE;0;0;1;0;0
805;______;cat;20.09.2016;None;female;___ ______;1;FALSE;16;0;0;0;0
806;________;cat;20.06.2013;None;male;___ ______;1;TRUE;1;0;1;0;0
807;_____ _____;cat;20.06.2017;None;male;___ ______;1;TRUE;1;0;1;0;0
808;______;cat;20.10.2011;None;male;___ ______;4;TRUE;5;0;1;0;0
809;____;cat;20.08.2011;None;female;___ ______;4;FALSE;1;0;0;0;0
810;_____;cat;20.06.2016;None;male;___ ______;4;TRUE;2;0;1;0;0
811;_______;cat;20.06.2016;None;male;___ ______;4;TRUE;0;0;1;0;0
812;_____;cat;20.07.2016;None;male;___ ______;16;TRUE;2;0;1;0;0
813;___;cat;29.08.2017;None;female;___ ______;4;TRUE;0;0;1;0;0
814;______;cat;20.08.2017;None;female;___ ______;1;TRUE;2;0;1;0;0
815;_______;cat;20.09.2016;None;female;___ ______;1;TRUE;3;0;1;0;0
816;_____;dog;20.09.2017;None;female;___ ______;14;FALSE;9;0;0;0;0
817;_______;cat;20.12.2017;None;male;___ ______;1;TRUE;4;0;1;0;0
818;______;cat;20.06.2014;None;female;___ ______;1;TRUE;8;0;1;0;0
819;______;cat;20.06.2017;None;female;___ ______;15;TRUE;0;1;1;0;0
820;___;cat;20.05.2007;None;female;___ ______;14;FALSE;18;0;0;0;0
821;____;cat;12.06.2018;None;male;___ ______;13;TRUE;6;0;1;0;0
822;___;cat;20.03.2016;None;male;___ ______;16;TRUE;4;0;1;0;0
823;____;cat;20.12.2017;None;male;___ ______;1;TRUE;2;0;1;0;0
824;______;cat;20.12.2017;None;female;___ ______;1;FALSE;14;0;0;0;0
825;___;cat;12.06.2018;None;female;___ ______;13;FALSE;14;0;0;0;0
826;_____;cat;20.09.2016;None;male;___ ______;11;TRUE;2;0;1;0;0
827;______;cat;20.09.2016;None;female;___ ______;4;TRUE;1;0;1;0;0
828;____;cat;20.07.2017;None;female;___ ______;10;TRUE;0;0;1;0;0
829;_____;cat;20.07.2017;None;male;___ ______;10;TRUE;4;0;1;0;0
830;______;cat;20.07.2017;None;male;___ ______;10;FALSE;15;0;0;0;0
831;_____;dog;20.02.2016;None;male;___ ______;14;FALSE;21;2;0;0;0
832;______;dog;20.09.2015;None;female;___ ______;14;FALSE;1;0;0;0;0
833;______;cat;14.01.2019;None;female;___ ______;1;FALSE;12;0;0;0;0
834;______;dog;20.09.2017;None;female;___ ______;6;FALSE;18;0;0;0;0
835;______;dog;20.08.2016;None;female;___ ______;6;TRUE;5;0;1;0;0
836;________;cat;20.07.2015;None;male;___ ______;4;FALSE;1;0;0;0;0
837;_____;cat;20.09.2015;None;male;___ ______;11;TRUE;19;0;1;0;0
838;____;cat;20.06.2017;None;female;___ ______;10;FALSE;10;0;0;0;0
839;_____;cat;20.08.2017;None;male;___ ______;10;TRUE;8;0;1;0;0
840;___;cat;20.09.2016;None;female;___ ______;11;TRUE;5;0;1;0;0
841;_______;cat;20.09.2016;None;female;___ ______;1;FALSE;6;0;0;0;0
842;_______;cat;20.08.2016;None;female;___ ______;1;TRUE;1;0;1;0;0
843;________;cat;20.03.2015;None;male;___ ______;1;TRUE;4;0;1;0;0
844;_____;cat;20.10.2018;None;male;___ ______;10;TRUE;4;0;1;0;0
845;_______;cat;20.07.2015;None;female;___ ______;10;TRUE;0;0;1;0;0
846;______;cat;20.01.2018;None;female;___ ______;16;FALSE;4;0;0;0;0
847;____;cat;20.01.2017;None;female;___ ______;1;TRUE;0;0;1;0;0
848;______;cat;20.10.2016;None;male;___ ______;1;TRUE;1;0;1;0;0
849;_______;cat;20.01.2016;None;female;___ ______;10;TRUE;20;0;1;0;0
850;______;cat;20.07.2016;None;male;___ ______;1;TRUE;4;0;1;0;0
851;_____;cat;20.01.2016;None;female;___ ______;10;TRUE;0;0;1;0;0
852;________;cat;20.04.2018;None;female;___ ______;4;TRUE;5;0;1;0;0
853;_____;cat;20.10.2013;None;male;___ ______;4;TRUE;1;0;1;0;0
854;_____;cat;20.01.2018;None;male;___ ______;16;TRUE;2;1;1;0;0
855;_______;cat;20.09.2016;None;male;___ ______;16;FALSE;22;1;0;0;0
856;_____;cat;20.09.2016;None;female;___ ______;10;FALSE;5;0;0;0;0
857;____;cat;20.10.2014;None;female;___ ______;10;FALSE;11;0;0;0;0
858;_______;cat;28.01.2014;None;female;___ ______;1;FALSE;20;0;0;0;0
859;_________;cat;20.09.2016;None;female;___ ______;1;TRUE;4;0;1;0;0
860;_______;cat;20.07.2017;None;female;___ ______;1;TRUE;3;0;1;0;0
861;____;cat;20.09.2015;None;female;___ ______;4;TRUE;0;0;1;0;0
862;_____;cat;07.10.2018;None;male;___ ______;15;TRUE;4;0;1;0;0
863;____;cat;20.09.2016;None;male;___ ______;1;TRUE;4;0;1;0;0
864;____;dog;20.01.2018;None;male;___ ______;14;TRUE;2;0;1;0;0
865;____;cat;20.05.2018;None;female;___ ______;10;TRUE;2;0;1;0;0
866;_____;cat;20.01.2018;None;female;___ ______;11;TRUE;2;0;1;0;0
867;_______;cat;20.01.2014;None;female;___ ______;15;TRUE;24;1;1;0;0
868;______;cat;20.03.2013;None;male;___ ______;16;TRUE;0;0;1;0;0
869;_______;cat;20.06.2018;None;female;___ ______;16;TRUE;6;1;1;0;0
870;_______;dog;20.01.2017;None;male;___ ______;17;TRUE;18;6;1;0;0
871;____;dog;20.01.2016;None;female;___ ______;17;TRUE;4;0;1;0;0
872;_____;dog;08.01.2018;None;male;___ ______;17;TRUE;1;0;1;0;0
873;_______ ________;cat;20.01.2014;None;male;___ ______;16;TRUE;14;0;1;0;0
874;___;cat;20.12.2013;None;male;___ ______;1;TRUE;4;0;1;0;0
875;______;cat;20.06.2013;None;female;___ ______;1;FALSE;4;3;0;0;0
876;_______;dog;06.02.2015;None;male;___ ______;17;TRUE;8;0;1;0;0
877;____;dog;06.02.2013;None;male;___ ______;17;TRUE;6;0;1;0;0
878;_______;cat;20.01.2017;None;male;___ ______;1;TRUE;3;0;1;0;0
879;______;cat;20.01.2017;None;female;___ ______;10;TRUE;6;0;1;0;0
880;_____;cat;03.09.2017;None;female;___ ______;1;TRUE;5;0;1;0;0
881;_____;cat;03.09.2017;None;female;___ ______;1;TRUE;1;0;1;0;0
882;_____;cat;03.07.2018;None;male;___ ______;11;TRUE;2;0;1;0;0
883;_______;dog;11.01.2017;None;female;___ ______;14;TRUE;5;0;1;0;0
884;_______;cat;03.09.2017;None;female;___ ______;1;TRUE;1;0;1;0;0
885;______;dog;13.08.2016;None;male;___ ______;17;TRUE;6;0;1;0;0
886;_____;dog;21.12.2016;None;male;___ ______;17;TRUE;16;3;1;0;0
887;______;cat;21.12.2016;None;male;___ ______;1;TRUE;7;0;1;0;0
888;_____;cat;15.10.2015;None;male;___ ______;1;TRUE;3;0;1;0;0
889;______;cat;10.08.2016;None;male;___ ______;1;TRUE;5;2;1;0;0
890;_____;cat;15.08.2016;None;male;___ ______;18;TRUE;4;0;1;0;0
891;______-_______;cat;20.11.2017;None;male;___ ______;18;TRUE;12;2;1;0;0
892;________;cat;29.10.2017;None;female;___ ______;18;FALSE;41;1;0;0;0
893;____;cat;10.04.2018;None;female;___ ______;18;TRUE;0;0;1;0;0
894;____;cat;10.04.2018;None;female;___ ______;18;TRUE;0;0;1;0;0
895;____ __________;cat;06.08.2017;None;male;___ ______;18;TRUE;16;0;1;0;0
896;_____;cat;15.09.2015;None;female;___ ______;4;TRUE;1;0;1;0;0
897;____;cat;05.02.2016;None;female;___ ______;4;TRUE;0;0;1;0;0
898;___________;cat;10.10.2018;None;female;___ ______;4;TRUE;3;0;1;0;0
899;__________;cat;26.08.2018;None;female;___ ______;4;TRUE;0;0;1;0;0
900;___;cat;28.11.2016;None;female;___ ______;4;TRUE;0;0;1;0;0
901;____;cat;20.07.2018;None;female;___ ______;18;TRUE;0;0;1;0;0
902;______;cat;20.07.2018;None;female;___ ______;18;TRUE;1;0;1;0;0
903;______;cat;13.11.2016;None;male;___ ______;18;TRUE;3;0;1;0;0
904;_______;cat;31.10.2015;None;male;___ ______;1;FALSE;1;0;0;0;0
905;________;cat;02.12.2017;None;female;___ ______;1;TRUE;3;0;1;0;0
906;_______;cat;22.09.2018;None;female;___ ______;16;TRUE;4;0;1;0;0
907;______;cat;18.10.2014;None;female;___ ______;1;TRUE;3;0;1;0;0
908;_____;cat;30.01.2016;None;female;___ ______;1;TRUE;3;0;1;0;0
909;_____;cat;31.08.2017;None;female;___ ______;1;FALSE;7;0;0;0;0
910;________;cat;02.07.2018;None;male;___ ______;18;TRUE;3;0;1;0;0
911;______;cat;13.07.2015;None;female;___ ______;15;TRUE;14;0;1;0;0
912;____;cat;30.01.2017;None;male;___ ______;4;TRUE;0;0;1;0;0
913;_______;dog;13.01.2016;None;male;___ ______;17;TRUE;4;0;1;0;0
914;____;dog;29.12.2017;None;female;___ ______;17;TRUE;6;0;1;0;0
915;______;cat;15.12.2015;None;male;______;1;TRUE;7;0;1;0;0
916;____;cat;03.09.2018;None;female;___ ______;4;TRUE;7;1;1;0;0
917;_____;cat;20.02.2018;None;female;___ ______;13;TRUE;8;0;1;0;0
918;______;cat;08.09.2017;None;female;___ ______;15;TRUE;16;1;1;0;0
919;_____;cat;21.09.2017;None;female;___ ______;15;TRUE;3;0;1;0;0
920;_____;cat;02.03.2016;None;female;___ ______;4;TRUE;2;0;1;0;0
921;____;cat;25.01.2007;None;female;___ ______;4;TRUE;2;0;1;0;0
922;_____;cat;02.04.2013;None;male;___ ______;4;TRUE;0;0;1;0;0
923;____;cat;10.03.2018;None;male;___ ______;4;FALSE;7;1;0;0;0
924;_____;cat;31.01.2018;None;female;___ ______;4;TRUE;3;0;1;0;0
925;_______;cat;20.12.2015;None;female;___ ______;4;TRUE;5;1;1;0;0
926;____;cat;28.11.2016;None;female;___ ______;4;TRUE;9;0;1;0;0
927;_______;cat;23.02.2018;None;male;___ ______;13;TRUE;7;0;1;0;0
928;_____;dog;20.03.2018;None;female;___ ______;6;TRUE;1;0;1;0;0
929;____;cat;13.10.2016;None;female;___ ______;1;TRUE;1;0;1;0;0
930;____;cat;11.09.2018;None;male;___ ______;10;TRUE;1;0;1;0;0
931;____;dog;15.09.2016;None;female;___ ______;6;FALSE;8;0;0;0;0
932;_____;dog;30.07.2016;None;female;___ ______;6;TRUE;0;0;1;0;0
933;____;dog;03.10.2015;None;female;___ ______;6;FALSE;6;0;0;0;0
934;_______;dog;18.01.2015;None;female;___ ______;17;TRUE;7;1;1;0;0
935;______;cat;19.01.2016;None;male;___ ______;16;TRUE;4;0;1;0;0
936;_________;cat;10.03.2018;None;female;___ ______;1;TRUE;1;0;1;0;0
937;_______;cat;15.10.2012;None;female;___ ______;1;TRUE;2;0;1;0;0
938;_______;cat;20.09.2015;None;female;___ ______;1;TRUE;2;0;1;0;0
939;____;dog;28.02.2017;None;female;___ ______;17;TRUE;7;0;1;0;0
940;_______;dog;13.02.2018;None;male;___ ______;17;TRUE;12;3;1;0;0
941;________;cat;31.07.2016;None;female;___ ______;1;TRUE;1;0;1;0;0
942;_____;cat;19.02.2017;None;male;___ ______;1;TRUE;15;2;1;0;0
943;________;cat;07.10.2016;None;male;___ ______;1;TRUE;3;0;1;0;0
944;_____;cat;25.03.2017;None;female;___ ______;1;TRUE;2;0;1;0;0
945;______;cat;18.01.2014;None;male;___ ______;4;TRUE;12;0;1;0;0
946;______;cat;28.12.2016;None;female;___ ______;16;TRUE;1;0;1;0;0
947;____;cat;18.10.2015;None;male;___ ______;10;TRUE;0;0;1;0;0
948;____;cat;29.06.2018;None;female;___ ______;11;TRUE;5;0;1;0;0
949;____;cat;30.08.2018;None;female;___ ______;11;TRUE;6;0;1;0;0
950;______;cat;01.12.2016;None;male;___ ______;11;TRUE;5;0;1;0;0
951;____;cat;12.03.2016;None;female;___ ______;11;TRUE;5;0;1;0;0
952;______;dog;21.01.2017;None;female;___ ______;14;FALSE;5;0;0;0;0
953;_____;cat;11.02.2016;None;female;___ ______;4;TRUE;2;0;1;0;0
954;_____;dog;27.02.2017;None;female;___ ______;17;TRUE;4;0;1;0;0
955;_________;cat;20.07.2018;None;male;___ ______;18;TRUE;0;0;1;0;0
956;___;cat;15.01.2015;None;male;___ ______;18;TRUE;12;0;1;0;0
957;_______;cat;02.02.2016;None;female;___ ______;13;FALSE;10;0;0;0;0
958;______;dog;23.01.2016;None;male;___ ______;17;TRUE;7;0;1;0;0
959;_______;cat;01.04.2017;None;female;___ ______;1;TRUE;6;0;1;0;0
960;_____;cat;02.08.2017;None;female;___ ______;1;FALSE;7;0;0;0;0
961;________;cat;27.02.2018;None;female;___ ______;1;TRUE;2;0;1;0;0
962;_____;cat;13.03.2017;None;female;___ ______;1;TRUE;4;0;1;0;0
963;________;dog;15.10.2016;None;male;___ ______;6;FALSE;16;0;0;0;0
964;_________;dog;03.02.2016;None;female;___ ______;6;FALSE;14;0;0;0;0
965;_____;cat;15.02.2016;None;female;___ ______;4;FALSE;1;0;0;0;0
966;____;cat;08.02.2017;None;male;___ ______;16;TRUE;6;0;1;0;0
967;____;dog;02.03.2011;None;male;___ ______;14;FALSE;8;0;0;0;0
968;______;dog;10.11.2014;None;female;___ ______;14;FALSE;12;1;0;0;0
969;____;dog;18.02.2014;None;female;___ ______;14;FALSE;17;0;0;0;0
970;_____;cat;15.10.2017;None;male;___ ______;1;TRUE;6;0;1;0;0
971;_____;cat;28.03.2018;None;female;___ ______;1;TRUE;5;0;1;0;0
972;_____;cat;03.03.2018;None;male;___ ______;1;TRUE;2;0;1;0;0
973;_____;cat;02.02.2018;None;male;___ ______;1;TRUE;2;0;1;0;0
974;______;cat;27.01.2016;None;female;___ ______;1;FALSE;9;0;0;0;0
975;____;cat;28.08.2018;None;female;___ ______;11;TRUE;6;0;1;0;0
976;____;cat;28.08.2018;None;female;___ ______;11;TRUE;3;0;1;0;0
977;_______;cat;07.08.2018;None;female;___ ______;16;TRUE;0;0;1;0;0
978;______;cat;13.02.2014;None;male;___ ______;15;TRUE;9;0;1;0;0
979;___________;cat;18.01.2015;None;male;___ ______;15;FALSE;8;1;0;0;0
980;_________;cat;15.03.2016;None;female;___ ______;16;TRUE;6;0;1;0;0
981;____;cat;20.08.2018;None;female;___ ______;16;TRUE;8;0;1;0;0
982;________;cat;20.08.2018;None;male;___ ______;16;TRUE;18;0;1;0;0
983;_________;cat;20.10.2017;None;female;___ ______;1;TRUE;9;0;1;0;0
984;______;cat;02.06.2017;None;female;___ ______;1;TRUE;6;0;1;0;0
985;______;dog;20.04.2018;None;female;___ ______;14;FALSE;6;0;0;0;0
986;____;cat;15.04.2016;None;female;___ ______;18;FALSE;11;0;0;0;0
987;______;cat;20.10.2015;None;male;___ ______;18;TRUE;7;2;1;0;0
988;____;cat;28.03.2016;None;female;___ ______;1;TRUE;4;0;1;0;0
989;____;cat;15.02.2018;None;male;___ ______;4;TRUE;6;0;1;0;0
990;____;cat;20.01.2016;None;female;___ ______;4;TRUE;4;0;1;0;0
991;____;cat;17.02.2016;None;female;___ ______;4;TRUE;4;0;1;0;0
992;_____;cat;05.11.2014;None;male;___ ______;4;FALSE;5;0;0;0;0
993;____;cat;19.02.2017;None;male;___ ______;4;TRUE;0;0;1;0;0
994;____;cat;05.05.2016;None;male;___ ______;4;TRUE;4;1;1;0;0
995;_____;cat;17.01.2014;None;male;___ ______;16;TRUE;6;0;1;0;0
996;________;cat;31.03.2016;None;female;___ ______;10;FALSE;6;0;0;0;0
997;________;cat;17.04.2017;None;female;___ ______;10;TRUE;4;0;1;0;0
998;_____;cat;02.04.2016;None;female;___ ______;4;TRUE;2;0;1;0;0
999;____;dog;13.04.2017;None;female;___ ______;14;FALSE;10;0;0;0;0
1000;____;dog;20.02.2016;None;male;___ ______;14;TRUE;3;0;1;0;0
1001;____;cat;27.02.2013;None;male;___ ______;1;TRUE;3;0;1;0;0
1002;______;cat;01.12.2014;None;female;___ ______;1;FALSE;8;0;0;0;0
1003;_____;cat;05.11.2017;None;female;___ ______;1;TRUE;6;0;1;0;0
1004;_____;cat;15.01.2016;None;female;___ ______;1;TRUE;8;0;1;0;0
1005;_______;cat;20.03.2018;None;male;___ ______;11;TRUE;4;0;1;0;0
1006;_____;cat;30.03.2008;None;female;___ ______;11;TRUE;2;0;1;0;0
1007;____;cat;02.03.2017;None;male;___ ______;15;FALSE;3;0;0;0;0
1008;_____;cat;27.08.2012;None;male;___ ______;18;TRUE;7;0;1;0;0
1009;_____;cat;21.01.2016;None;male;___ ______;1;TRUE;2;0;1;0;0
1010;_____;cat;03.03.2018;None;male;___ ______;1;FALSE;9;0;0;0;0
1011;_______;cat;17.01.2016;None;female;___ ______;1;TRUE;6;0;1;0;0
1012;_____;cat;07.04.2015;None;female;___ ______;15;FALSE;8;0;0;0;0
1013;______;cat;28.11.2016;None;female;___ ______;1;TRUE;8;0;1;0;0
1014;________;dog;24.02.2010;None;male;___ ______;6;FALSE;24;1;0;0;0
1015;_____;dog;26.10.2016;None;female;___ ______;6;FALSE;4;1;0;0;0
1016;_____;dog;05.11.2018;None;female;___ ______;17;TRUE;4;0;1;0;0
1017;______;cat;13.04.2017;None;female;___ ______;1;FALSE;7;0;0;0;0
1018;_____;cat;29.03.2016;None;female;___ ______;1;TRUE;4;0;1;0;0
1019;______;cat;28.11.2016;None;female;___ ______;1;TRUE;11;0;1;0;0
1020;____;cat;11.04.2017;None;female;___ ______;18;TRUE;2;0;1;0;0
1021;________;cat;12.04.2016;None;male;___ ______;19;TRUE;9;1;1;0;0
1022;_______;cat;28.10.2015;None;female;___ ______;19;TRUE;4;0;1;0;0
1023;_____;cat;07.03.2015;None;female;_____;19;TRUE;7;0;1;0;0
1024;_____;cat;13.11.2018;None;male;___ ______;16;TRUE;2;0;1;0;0
1025;_______;cat;18.03.2015;None;female;___ ______;1;FALSE;10;0;0;0;0
1026;____;cat;19.02.2017;None;female;___ ______;4;TRUE;4;0;1;0;0
1027;_____;dog;29.01.2013;None;male;____________ _______________ ______;17;TRUE;5;0;1;0;0
1028;_____;dog;08.04.2017;None;female;___ ______;17;TRUE;6;0;1;0;0
1029;______;cat;02.05.2016;None;male;___ ______;15;FALSE;7;0;0;0;0
1030;___;dog;15.10.2016;None;male;___ ______;17;TRUE;3;0;1;0;0
1031;____;dog;11.01.2017;None;female;____________ _______________ ______;17;TRUE;6;1;1;0;0
1032;____;dog;18.04.2016;None;male;_______;17;FALSE;30;2;0;0;0
1033;___;dog;11.03.2015;None;female;___ ______;17;FALSE;18;0;0;0;0
1034;______;cat;15.03.2016;None;female;___ ______;15;TRUE;40;1;1;0;0
